ID,RRI_A,RRI_C,RRI_D,RRI_E,RRI_F,RRI_G,RRI_H,RRI_I,RRI_K,RRI_L,RRI_M,RRI_N,RRI_P,RRI_Q,RRI_R,RRI_S,RRI_T,RRI_V,RRI_W,RRI_Y
seq159,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.25,1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00, 
seq160,0.00,0.00,1.00,0.00,1.00,1.00,0.00,1.50,1.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00, 
seq161,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.57,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,1.00, 
seq162,1.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00,1.33,1.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00, 
seq163,1.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00, 
seq164,1.00,0.00,0.00,1.00,0.00,1.50,0.00,1.00,1.57,1.00,0.00,1.00,1.00,1.00,1.00,1.40,1.00,0.00,1.00,0.00, 
seq165,1.00,1.00,1.00,0.00,1.00,1.40,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.67,1.00,1.00,1.00,1.00,1.00, 
seq166,1.00,0.00,1.20,1.00,1.00,1.26,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00, 
seq167,0.00,0.00,1.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.33,0.00,1.00,1.00,1.00,1.00,0.00,1.00, 
seq168,1.00,0.00,1.33,1.00,1.00,1.25,1.00,1.00,1.00,1.00,0.00,1.40,1.00,1.00,1.00,1.00,1.00,1.33,1.00,0.00, 
seq169,1.25,0.00,1.67,1.33,1.00,1.00,1.00,1.00,1.36,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00, 
seq170,1.00,1.00,1.00,0.00,1.00,1.40,0.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00,1.22,1.00,1.00,1.00,0.00,1.00, 
seq171,1.00,0.00,0.00,1.00,1.00,1.57,0.00,1.00,1.40,1.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00, 
seq172,1.00,0.00,0.00,0.00,1.00,1.33,0.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00, 
seq173,1.00,0.00,1.00,0.00,1.00,1.50,0.00,0.00,1.40,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00, 
seq174,1.25,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00, 
seq175,1.50,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.33,0.00,0.00,1.00,1.67,1.00,1.00,0.00,1.00,0.00,0.00, 
seq176,1.00,0.00,1.00,0.00,0.00,1.00,0.00,1.50,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00, 
seq177,1.00,1.29,1.67,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.50, 
seq178,1.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.29,1.00,0.00,0.00,1.00,1.00, 
seq179,1.00,1.29,0.00,0.00,1.00,1.29,0.00,1.00,1.00,0.00,0.00,1.00,1.67,1.00,1.00,1.40,0.00,1.00,0.00,1.00, 
seq180,1.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.40,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.40,0.00,0.00, 
seq181,1.57,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00, 
seq182,1.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.25,1.00,1.00,0.00,1.00,0.00,0.00,0.00, 
seq183,1.00,1.00,1.67,1.00,0.00,1.40,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.50,1.00,1.00,1.57,0.00,1.50, 
seq184,1.00,0.00,0.00,0.00,1.00,1.00,1.40,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00, 
seq185,1.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00, 
seq186,1.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,1.00,1.50,1.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00, 
seq187,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,1.50,1.33,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00, 
seq188,1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.67,1.00,1.00,2.14,1.00,0.00,0.00,1.00, 
seq189,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,1.62,0.00,1.29,0.00,0.00,1.00,0.00,0.00, 
seq190,1.00,1.29,1.00,1.00,1.00,1.00,1.00,1.00,1.25,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.33, 
seq191,2.00,0.00,0.00,0.00,1.00,1.25,0.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00, 
seq192,1.00,0.00,1.00,1.00,0.00,1.00,0.00,1.00,1.00,1.67,0.00,1.00,1.00,1.33,1.50,0.00,1.00,1.00,1.00,1.00, 
seq193,1.50,1.00,1.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00, 
seq194,1.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,1.44,0.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00, 
seq195,1.00,1.00,0.00,1.00,1.00,1.18,1.00,1.00,0.00,1.00,0.00,1.00,1.33,1.00,1.17,1.00,1.00,1.00,0.00,1.00, 
seq196,1.00,1.50,1.50,0.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,1.22,1.00,1.00,0.00,0.00,1.00, 
seq197,1.00,1.00,1.00,1.00,1.00,1.25,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.33,1.00,1.00, 
seq198,0.00,1.00,1.00,1.42,0.00,0.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00,1.70,1.29,0.00,1.00,0.00,0.00,1.00, 
seq199,1.00,1.29,1.00,1.00,1.00,1.25,1.00,0.00,1.00,1.00,0.00,1.00,1.29,1.00,1.00,1.00,1.00,1.00,0.00,0.00, 
seq200,1.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,1.00,1.57,0.00,0.00, 
seq201,1.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,1.40,0.00,0.00, 
seq202,1.00,0.00,1.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00, 
seq203,1.00,0.00,1.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00, 
seq204,1.67,0.00,1.00,0.00,0.00,1.00,0.00,1.00,1.50,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,1.40,0.00,0.00, 
seq205,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,2.14,1.00,0.00,1.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00, 
seq206,1.00,0.00,0.00,0.00,0.00,1.29,0.00,1.50,1.67,1.40,1.00,0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00, 
seq207,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00, 
seq208,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.29,1.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00, 
seq209,1.00,1.40,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00, 
seq210,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.89,1.29,1.00,0.00,0.00,1.00, 
seq211,1.00,0.00,1.00,1.00,1.00,2.33,0.00,1.50,1.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00, 
seq212,1.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,1.33,1.33,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00, 
seq213,1.00,1.29,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.40,0.00,2.33,1.00,1.00,1.40,1.00,1.00,1.00,1.00,1.00, 
seq214,1.40,0.00,1.00,0.00,0.00,1.00,1.00,1.00,2.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00, 
seq215,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.33,1.00,0.00,1.00,1.00,1.00,1.00,1.40,1.44,1.50,0.00,0.00,1.00, 
seq216,1.00,1.00,1.00,0.00,1.00,1.25,0.00,0.00,1.00,1.29,1.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00, 
seq217,0.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00, 
seq218,1.50,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.25,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00, 
seq219,1.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00, 
seq220,1.40,1.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00, 
seq221,1.40,1.00,0.00,0.00,1.00,1.40,0.00,1.67,1.50,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00, 
seq222,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.50,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00, 
seq223,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.29,0.00,1.00,1.00,1.00,1.00,1.33,0.00,1.00,0.00,1.00, 
seq224,0.00,1.00,1.00,0.00,0.00,1.00,1.00,1.40,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00, 
seq225,1.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,1.00,1.33,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00, 
seq226,1.00,0.00,1.00,0.00,0.00,1.33,0.00,1.00,1.00,1.40,0.00,0.00,1.00,1.00,1.00,1.50,0.00,1.50,0.00,0.00, 
seq227,1.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,1.67,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,1.40,0.00,0.00, 
seq228,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,1.67,1.00, 
seq229,1.00,0.00,0.00,0.00,0.00,1.40,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,1.67,1.00,1.00,0.00,0.00, 
seq230,0.00,0.00,1.00,1.40,1.67,1.40,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.33,1.00,1.67,0.00,0.00,0.00, 
seq231,1.00,1.00,0.00,0.00,0.00,1.00,0.00,1.67,1.40,1.25,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00, 
seq232,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.29,0.00,0.00,1.00,1.00,1.00, 
seq233,1.00,1.29,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,1.67,1.00,0.00,1.00,1.00,1.00, 
seq234,1.40,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.73,1.57,1.00,1.00,1.00,1.00, 
seq235,1.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.50,1.00,1.00,0.00,0.00,1.00,0.00,1.50,1.00,1.00,1.00,1.00, 
seq236,1.00,0.00,1.50,1.00,1.00,1.25,0.00,1.25,1.50,1.13,1.00,1.00,1.00,1.00,1.33,1.00,1.00,1.00,1.00,1.00, 
seq237,1.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00, 
seq238,1.50,0.00,1.00,0.00,0.00,1.33,0.00,1.00,1.00,1.29,0.00,0.00,1.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00, 
seq239,0.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00, 
seq240,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,1.19,1.00,0.00,0.00,0.00,0.00, 
seq241,1.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,2.33,0.00,1.00,0.00,0.00,1.00,1.00,0.00, 
seq242,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.29,1.00,1.00,0.00,1.00,1.00,1.40,1.00,1.22,1.00,1.00, 
seq243,1.44,0.00,0.00,0.00,1.00,1.22,0.00,1.25,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.20,1.00,1.00,1.00, 
seq244,1.25,1.00,0.00,1.40,1.00,1.38,1.00,1.00,1.20,1.18,0.00,1.00,1.00,1.00,0.00,1.00,1.40,1.00,1.00,1.00, 
seq245,1.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,1.44,0.00,0.00, 
seq246,1.33,1.00,0.00,1.00,1.00,1.33,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00, 
seq247,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00, 
seq248,1.50,1.00,1.00,0.00,0.00,1.25,0.00,1.00,2.00,0.00,0.00,1.33,0.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00, 
seq249,1.00,1.00,0.00,0.00,0.00,1.22,1.00,0.00,1.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,1.67, 
seq250,1.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,1.50,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00, 
seq251,1.47,0.00,1.00,0.00,1.00,1.00,0.00,1.43,1.33,1.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,1.25,1.00,1.00, 
seq252,1.52,0.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.22,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00, 
seq253,1.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00,1.73,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00, 
seq254,1.20,0.00,0.00,1.00,1.00,1.20,0.00,1.22,1.33,1.00,0.00,1.00,0.00,1.00,0.00,1.00,1.00,1.22,0.00,1.00, 
seq255,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.67,1.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.40, 
seq256,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.50,1.00,1.00,0.00,1.00,1.00,1.00,1.67,0.00,1.00,1.00,1.00,1.50, 
seq257,1.40,1.00,1.00,1.00,1.00,1.40,1.00,1.00,1.00,1.00,1.00,1.40,1.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00, 
seq258,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.20,1.25,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.67, 
seq259,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.89,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00, 
seq260,1.33,0.00,0.00,1.00,1.00,1.00,0.00,1.00,1.29,1.00,1.00,1.00,1.00,1.67,1.00,0.00,1.50,1.00,1.00,1.00, 
seq261,1.00,0.00,0.00,1.00,1.00,1.00,0.00,1.25,1.33,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.67, 
seq262,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.25,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00, 
seq263,1.50,1.00,1.00,0.00,1.00,1.50,0.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00, 
seq264,1.00,1.00,1.00,0.00,0.00,1.00,1.00,1.50,1.40,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.50, 
seq265,1.00,0.00,1.00,1.00,1.00,1.29,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00, 
seq266,1.33,0.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00, 
seq267,1.40,0.00,1.00,0.00,0.00,1.00,0.00,1.00,1.33,1.00,0.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00, 
seq268,1.32,1.00,1.00,1.00,1.00,1.13,0.00,1.00,1.00,1.00,1.00,1.22,1.33,1.00,1.00,1.29,1.00,1.00,1.00,1.00, 
seq269,1.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.50,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00, 
seq270,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,1.33,1.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00, 
seq271,1.00,0.00,0.00,0.00,1.00,1.00,0.00,1.67,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00, 
seq272,1.00,0.00,0.00,2.33,1.00,0.00,1.00,1.00,1.22,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00, 
seq273,1.50,1.00,1.00,1.00,1.00,1.33,1.00,1.00,1.00,1.50,0.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00, 
seq274,1.00,0.00,0.00,1.00,0.00,1.00,0.00,1.50,1.00,1.40,1.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00, 
seq275,1.25,1.00,1.00,1.25,1.00,1.00,1.00,1.00,1.29,1.14,1.00,1.00,1.00,1.20,1.12,1.00,1.00,1.00,1.00,1.40, 
seq276,1.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00, 
seq277,1.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,1.50, 
seq278,1.00,0.00,1.00,1.00,0.00,1.44,1.00,2.14,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00, 
seq279,1.67,0.00,1.00,0.00,0.00,1.33,1.00,1.50,1.00,1.00,0.00,0.00,0.00,0.00,1.57,0.00,0.00,1.00,1.00,0.00, 
seq280,1.00,0.00,0.00,0.00,1.00,1.33,1.40,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00, 
seq281,1.67,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00, 
seq282,1.67,0.00,0.00,0.00,1.50,2.14,1.50,0.00,0.00,1.50,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,1.00, 
seq283,0.00,1.29,1.00,1.00,1.00,1.00,0.00,1.00,1.40,1.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00, 
seq284,1.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,1.67,1.00,1.00,0.00,0.00,0.00, 
seq285,1.00,0.00,0.00,0.00,0.00,1.00,1.00,1.40,1.50,1.00,0.00,0.00,1.00,0.00,1.29,0.00,1.00,1.00,0.00,1.00, 
seq286,1.77,1.00,1.00,1.00,1.29,1.20,1.00,1.00,1.00,0.00,1.00,1.40,1.00,1.00,1.00,1.77,1.00,1.00,1.00,1.00, 
seq287,1.16,0.00,1.00,1.00,1.00,1.27,1.00,1.00,1.00,1.00,1.00,1.09,1.71,1.00,1.00,1.61,1.00,1.00,1.00,1.00, 
seq288,0.00,1.29,0.00,0.00,1.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.67,0.00,1.00, 
seq289,1.33,1.00,1.00,0.00,1.00,1.67,0.00,1.00,1.57,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00, 
seq290,1.00,1.00,1.00,1.00,1.00,1.22,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.31,1.00,1.00,1.00,1.00, 
seq291,1.00,1.00,1.22,1.16,1.00,1.14,1.00,1.00,1.14,1.14,1.00,1.00,1.00,1.17,1.12,1.00,1.12,1.00,0.00,1.15, 
seq292,1.33,1.00,1.00,1.00,1.00,1.29,1.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00, 
seq293,1.00,1.00,1.00,0.00,1.00,1.40,1.00,1.00,1.00,1.67,0.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00, 
seq294,1.00,0.00,1.00,1.00,1.00,2.62,1.00,1.00,1.00,1.00,0.00,1.00,1.18,1.00,1.00,1.00,1.00,1.00,1.00,1.00, 
seq295,1.18,0.00,1.27,1.00,1.18,1.29,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.25,1.00,1.00,1.25,1.00,1.00,1.00, 
seq296,1.00,0.00,1.00,1.00,1.00,1.20,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.33,1.00,1.00, 
seq297,1.50,1.00,1.00,1.00,1.00,1.00,0.00,1.18,1.31,1.00,1.00,1.00,1.00,1.00,1.29,1.00,1.00,1.00,0.00,0.00, 
seq298,1.00,0.00,1.00,0.00,0.00,1.55,1.12,1.00,1.00,1.00,0.00,0.00,1.00,1.38,0.00,0.00,1.00,0.00,0.00,1.00, 
seq299,1.00,0.00,1.00,1.00,0.00,1.17,1.00,0.00,1.00,1.00,0.00,1.50,0.00,1.18,1.00,1.00,0.00,1.00,0.00,1.00, 
seq300,1.00,1.00,1.00,1.00,1.00,1.29,1.00,1.00,1.00,1.00,1.00,1.00,1.50,1.00,1.00,1.00,1.00,1.00,0.00,1.00, 
seq301,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00, 
seq302,1.00,1.00,1.50,1.00,1.00,1.29,1.00,0.00,1.00,1.00,0.00,0.00,1.00,1.40,1.00,1.80,1.00,1.00,1.00,1.00, 
seq303,1.00,1.18,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.67,1.00,1.00,1.00,1.00,0.00, 
seq304,1.00,1.00,1.50,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00, 
seq305,1.25,1.00,1.00,0.00,0.00,1.80,0.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.33,1.00,1.00, 
seq306,1.50,1.00,1.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,1.00,0.00,1.50,1.00,1.00,0.00,1.00, 
seq307,1.00,1.29,1.00,0.00,1.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00,1.00,0.00,1.40,1.00,1.00,1.00,0.00,1.40, 
seq308,1.00,1.29,1.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.57,1.00,1.00,1.00,1.00,0.00,1.00,1.00, 
seq309,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.40,1.40,1.00,1.00,0.00,0.00, 
seq310,0.00,1.29,0.00,0.00,1.00,1.60,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.33,1.00,1.00,1.00,0.00,1.00, 
seq311,1.62,1.29,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,1.22,1.25,1.00,1.00,1.00,1.29, 
seq312,1.00,1.00,1.00,1.00,0.00,1.29,1.00,1.00,1.33,1.50,1.00,1.00,0.00,1.00,1.40,1.00,1.33,0.00,1.00,1.00, 
seq313,1.00,1.22,1.00,0.00,1.00,1.40,0.00,1.67,1.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00, 
seq314,1.22,1.22,1.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.14,1.00,1.00,0.00,1.00, 
seq315,1.64,1.22,1.00,0.00,0.00,1.20,1.00,1.25,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00, 
seq316,2.00,1.22,1.00,0.00,1.00,1.36,0.00,1.00,1.25,1.22,0.00,1.25,1.00,1.00,1.00,1.00,1.18,1.00,0.00,1.00, 
seq317,1.20,1.22,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.33,1.71,1.00,1.00,0.00,1.00, 
seq318,1.20,1.00,1.00,1.00,1.00,1.18,1.00,1.00,1.00,1.00,0.00,1.40,1.00,1.00,1.00,1.20,1.00,1.00,1.00,1.00, 
seq319,1.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,1.00, 
